"","QuestionNum","Question","AnswerUse","Curiosity","Satisfy","More","CurSD","SatSD","MoreSD","KnowNO","KnowTOT","KnowYES","Count","KnowNOprop","KnowYESprop","KnowTOTprop","CurSD_z"
"301",336,"What area changed hands 72 times during the Civil War? ","Shenandoah Valley",67.6511627906977,60.1627906976744,54.0232558139535,32.6539458134412,33.4770214244808,36.7465504517046,38,3,1,43,0.883720930232558,0.0232558139534884,0.0697674418604651,0.0295116421512969
"302",337,"What artillery weapon was launched upon the world in 400 B.C.?  ","Catapult ",69.7708333333333,68.0208333333333,43.6875,31.7371113617584,32.442085605579,35.6168477047806,33,5,10,48,0.6875,0.208333333333333,0.104166666666667,-0.292242383292946
"303",338,"What artist sang with Barbra Streisand in her Brooklyn high school choir and later sang with her again in a number one hit duet? ","Neil Diamond",45.3846153846154,52.0512820512821,30.6153846153846,30.0697569561314,26.018160376278,28.4249847332416,31,5,4,41,0.75609756097561,0.0975609756097561,0.121951219512195,-0.877383998410046
"307",342,"What athlete acted in the movie Old Yeller? ","Chuck Connors",50.4,45.5636363636364,24.7636363636364,33.6064367732224,35.1340099219923,30.097965746667,45,8,1,55,0.818181818181818,0.0181818181818182,0.145454545454545,0.363778968107832
"308",343,"What Australian city's pro basketball team was called the Devils? ","Hobart, Tasmania",37,41.7674418604651,18.5813953488372,31.0353101513498,32.8668578251726,21.4778208504223,37,2,4,43,0.86046511627907,0.0930232558139535,0.0465116279069767,-0.538532609512234
"309",344,"What baseball team plays its home games at Petco Park? ","The San Diego Padres",38.9130434782609,46.7608695652174,21.9347826086957,34.5689816563003,32.8296510846242,26.1902459993648,31,4,11,46,0.673913043478261,0.239130434782609,0.0869565217391304,0.701574619473917
"310",345,"What bay is actually the United States's largest tidal estuary? ","The Chesapeake Bay",58.9787234042553,62.6170212765957,42.7021276595745,30.9146717396394,30.2083728614158,29.5634284162456,34,3,10,47,0.723404255319149,0.212765957446809,0.0638297872340425,-0.580869472530181
"311",346,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ","San Francisco Bay ",67.7272727272727,74.75,42.3181818181818,32.0706803985543,24.5613848939138,33.7919577106693,30,7,7,44,0.681818181818182,0.159090909090909,0.159090909090909,-0.175179613503204
"313",348,"What Beatles song lasted the longest on the American charts? ","Hey Jude",66.8108108108108,66.2162162162162,37.4054054054054,31.3633170703875,30.2986387071681,31.7336654914859,26,5,6,37,0.702702702702703,0.162162162162162,0.135135135135135,-0.423421810195935
"314",349,"What began as a ligature of the letters ""e"" and ""t""?","Ampersand (&)",71,65.6486486486486,52.4054054054054,26.9165376673895,27.2439761091188,31.862952589924,34,2,1,37,0.918918918918919,0.027027027027027,0.0540540540540541,-1.98397526731242
"316",352,"What Blue Ridge peak in North Carolina is the highest point east of the Mississippi? ","Mount Mitchell",50.1666666666667,48.4285714285714,29.7142857142857,33.2110154122913,33.1531132755376,31.5194757557352,36,8,1,45,0.8,0.0222222222222222,0.177777777777778,0.22500973404087
"320",356,"What brand is known as PFK in French-speaking Quebec and Spanish-speaking Puerto Rico?","KFC ",38.1590909090909,58.8636363636364,36.7272727272727,33.8037724479454,29.8231928703312,31.1167072721195,41,0,3,45,0.911111111111111,0.0666666666666667,0,0.433031980567555
"323",362,"What British author wrote ""Keep the Aspidistra Flying"" about his years working as an assistant at a used bookshop in Hampstead?","George Orwell",37.2553191489362,58.2765957446809,37.5106382978723,27.6967021150191,25.2859319262016,29.6998553212883,47,0,0,47,1,0,0,-1.71018423440288
"325",364,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?","The Leek ",59.6190476190476,52.2619047619048,39.5238095238095,30.7023097414688,31.8862762159136,30.8515233408439,32,5,5,42,0.761904761904762,0.119047619047619,0.119047619047619,-0.65539582528377
"327",367,"What Canadian singer appeared on the first cover of Entertainment Weekly? ","K.D. Lang",54.0961538461538,44.4038461538462,26.0192307692308,34.8792087152693,33.8220601031771,29.5717740253189,40,1,11,52,0.769230769230769,0.211538461538462,0.0192307692307692,0.810445751925158
"328",368,"What Canary Islands-born designer, famous for his stiletto-heeled designs, opened his first store in Chelsea in 1973?","Manolo Blahnik",42.9333333333333,39.8666666666667,25.3111111111111,30.2672940797338,30.6235203724196,31.3751654991812,36,5,3,45,0.8,0.0666666666666667,0.111111111111111,-0.808060289449156
"329",369,"What cartoonist created the bearded guru named Mr. Natural? ","R. Crumb",44.8666666666667,44.2222222222222,26.1555555555556,34.9340937923243,32.3017652830931,28.7148643448552,38,0,6,46,0.826086956521739,0.130434782608696,0,0.829707129425576
"334",374,"What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?","Habanero",70.3953488372093,67.1162790697674,43.906976744186,28.5699971955961,28.5858850469994,36.2989006481099,25,8,10,43,0.581395348837209,0.232558139534884,0.186046511627907,-1.40370992264403
"335",375,"What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ","Portland, Oregon",56.3783783783784,60.3783783783784,49,31.071022004569,28.0687166228321,29.8356609892703,29,4,4,38,0.763157894736842,0.105263157894737,0.105263157894737,-0.525999886174617
"336",376,"What city has the only drive-thru post office in the world? ","Chicago",71.9756097560976,69.2439024390244,53.4146341463415,30.0154025500892,27.6981772755942,32.0163830013293,40,1,1,42,0.952380952380952,0.0238095238095238,0.0238095238095238,-0.896459142142468
"337",377,"What city is home to the world's very first pet cemetery, in which Rin Tin Tin is buried?","Paris",59.0909090909091,58.7272727272727,31.3333333333333,29.1111701460578,27.2067003779316,30.5436845627155,29,2,2,33,0.878787878787879,0.0606060606060606,0.0606060606060606,-1.21379060301877
"338",379,"What city's orchestra did Eugene Ormandy conduct for 44 years? ","Philadelphia's ",36.0408163265306,44.1632653061224,23.1224489795918,31.6885620687717,29.168581083916,25.9250784738938,44,2,3,50,0.88,0.06,0.04,-0.309280279744451
"339",380,"What civil rights leader did Dorothy Parker leave the bulk of her estate to?","Martin Luther King Jr. ",54,69.4571428571429,45.3142857142857,33.7072168917613,25.7240364332693,32.5348423445781,26,9,1,36,0.722222222222222,0.0277777777777778,0.25,0.399146758623466
"340",381,"What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?","A Spoonful of Sugar ",69.2093023255814,61.4651162790698,41.6744186046512,28.3629185645917,33.4965164053769,33.8348375904626,36,5,2,43,0.837209302325581,0.0465116279069767,0.116279069767442,-1.47638212970043
"341",382,"What closeted author wrote ""Publishable, but worth it?"" on the manuscript of his posthumously published ""Maurice"", about his gay love affair?","E.M. Forster",49.3111111111111,45.8444444444444,36.6888888888889,34.8749859708165,30.2767203966975,34.1426301259758,39,4,3,47,0.829787234042553,0.0638297872340425,0.0851063829787234,0.808963821328391
"343",384,"What color is insect blood? ","Yellow",61.2368421052632,64.1578947368421,51.5263157894737,34.4583055618034,29.5292125775152,36.1780408551071,27,2,9,38,0.710526315789474,0.236842105263158,0.0526315789473684,0.662733933612423
"345",386,"What color lipstick did silent movie stars wear?  ","Black",64.1627906976744,73.4883720930233,50.6744186046512,31.0199092999796,22.6088605608122,31.691760180596,31,4,8,44,0.704545454545455,0.181818181818182,0.0909090909090909,-0.543937386693705
"348",389,"What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ","The guppy",52.953488372093,57.5581395348837,44.0232558139535,33.9207433995722,29.8976845142462,32.0821032828593,37,3,3,43,0.86046511627907,0.0697674418604651,0.0697674418604651,0.474081784571861
"349",390,"What common English word derives from the Latin for ""lead"", for the Roman practice of making water pipes out of lead?","Plumbing",61.6521739130435,64.7173913043478,40.4130434782609,31.0427786494733,32.5027609380962,29.9322019733906,38,5,4,47,0.808510638297872,0.0851063829787234,0.106382978723404,-0.535911613616153
"350",391,"What common item is usually made up of twelve pentagons and twenty hexagons?","A soccer ball",66.3571428571429,64.9761904761905,22.9761904761905,31.6765832018693,33.1982133630625,28.1740999338894,30,6,7,43,0.697674418604651,0.162790697674419,0.13953488372093,-0.313484145163149
"351",392,"What company introduced the first LP record albums?  ","Columbia",63.7906976744186,65.6279069767442,36.8837209302326,33.3613392870471,28.5348769518603,31.7888939144038,33,2,9,44,0.75,0.204545454545455,0.0454545454545455,0.277764418089102
"355",396,"What could be built by the largest Lego set ever sold, a 5195-piece monstrosity? ","The Millenium Falcon ",68.2765957446808,67.6595744680851,46.6808510638298,32.4946163618981,32.5805200506608,38.4216347472521,38,3,6,47,0.808510638297872,0.127659574468085,0.0638297872340425,-0.0264034604189734
"356",397,"What country borders both of the world's only two nations with square flags? ","Italy ",54.3725490196078,55.5490196078431,39.6666666666667,34.7401558915983,34.0495601883432,33.9037854327016,46,4,3,53,0.867924528301887,0.0566037735849057,0.0754716981132075,0.761646532302217
"357",398,"What country has six sheep for every human? ","Australia",63.375,65.7291666666667,36.9583333333333,29.8568392678098,28.317906208912,28.6214904627983,33,7,9,49,0.673469387755102,0.183673469387755,0.142857142857143,-0.952105365151878
"358",399,"What country is home to Roots, the company that outfits the U.S. Olympic team? ","Canada",44.0208333333333,50.3125,35.7916666666667,32.2572700585652,31.1626865323722,34.7856404302385,43,1,5,49,0.877551020408163,0.102040816326531,0.0204081632653061,-0.109697809122296
"359",400,"What country launched Europe's first super-high-speed passenger train, in 1981?","France",64.9,60,47.675,30.5352255599987,30.2637974467421,32.1976169686755,27,8,5,40,0.675,0.125,0.2,-0.714032373983903
"361",402,"What country's Meiji Restoration began in 1866? ","Japan",38.9777777777778,55.0888888888889,29.5777777777778,31.7379102887217,30.4510204503009,31.1181683914784,33,2,10,45,0.733333333333333,0.222222222222222,0.0444444444444444,-0.291962007739837
"362",403,"What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ","Prussian Blue ",71.7555555555556,64.5777777777778,50.2666666666667,32.084515916812,31.0098876378669,33.0140465972785,35,6,4,45,0.777777777777778,0.0888888888888889,0.133333333333333,-0.170324174568351
"365",406,"What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?","The U.S. Air Force",58.5853658536585,61.6341463414634,44.2926829268293,34.5086768869484,32.4004290847829,37.870994113199,31,5,5,41,0.75609756097561,0.121951219512195,0.121951219512195,0.680411254313674
"366",407,"What desert is home to the Ahaggar and Tibesti Mountains? ","Sahara",49.25,56.3541666666667,41.3541666666667,33.5746231423219,30.5638429015038,33.0682656792802,44,1,3,48,0.916666666666667,0.0625,0.0208333333333333,0.352614287518614
"368",409,"What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?","Adam",68.3333333333333,62.4523809523809,48.6904761904762,26.6372805565274,30.9659154720487,32.9829875551078,34,7,4,45,0.755555555555556,0.0888888888888889,0.155555555555556,-2.08197780134558
"370",411,"What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ","Juvenile deliquent",66.5,70.9722222222222,58.7777777777778,32.6702136072426,30.4982304977201,33.5645315441431,33,3,0,37,0.891891891891892,0,0.0810810810810811,0.0352206642447402
"371",412,"What did Ray Tomlinson send in Cambridge, Massachusetts, in late 1971? ","The first email",42.425,67.625,54.65,31.9253034441335,29.7775405814,34.8914433710161,36,1,3,40,0.9,0.075,0.025,-0.226198224557659
"372",413,"What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ","The Guinness Book of World Records",50.1,69.4,54.275,33.7105324787373,29.9493589674988,34.0617745747265,38,2,0,41,0.926829268292683,0,0.0487804878048781,0.400310331233857
"373",414,"What did the letter Q originally stand for in NASDAQ?  ","Quotations ",56.5675675675676,52.4054054054054,33.027027027027,31.6223730051126,33.7403973659827,37.2010203612201,30,2,5,37,0.810810810810811,0.135135135135135,0.0540540540540541,-0.33250868006645
"375",416,"What director of the New York Philharmonic was the first American to conduct at the famous Bayreuth Festival?","Lorin Maazel",32.8723404255319,29.7021276595745,18.8510638297872,31.0970549572146,25.1386718316941,25.2414244786864,47,0,0,48,0.979166666666667,0,0,-0.516863877713586
"378",419,"What do most tourists call the Vieux Carré?  ","The French Quarter of New Orleans",41.025,56.675,34.35,31.5045682483163,33.8074392511167,34.5183340359205,34,2,4,40,0.85,0.1,0.05,-0.373851099786951
"379",420,"What doctor, whose life was fictionalized in a 1998 film, founded the Gesundheit! Institute and named his oldest son ""Atomic Zagnut""?","Patch Addams ",58.6666666666667,54.2857142857143,42.7857142857143,31.0213668823931,32.0535266613297,33.6267429246612,36,3,3,42,0.857142857142857,0.0714285714285714,0.0714285714285714,-0.543425862494222
"381",422,"What does a screever do on a sidewalk? ","Draw",50.1219512195122,50.4390243902439,34.1951219512195,35.3561841280639,32.088197815153,29.9334424283235,34,3,5,42,0.80952380952381,0.119047619047619,0.0714285714285714,0.977835577670598
"382",423,"What does an anemometer measure? ","Speed of wind",59.2765957446809,63.5744680851064,40.2765957446809,31.7220963502535,29.1858696311068,28.8983993295699,37,5,6,48,0.770833333333333,0.125,0.104166666666667,-0.297511753771913
"384",425,"What Dublin, Ohio based company trades under the ticker symbol WEN? ","Wendy's ",35.4,61.8666666666667,24.5333333333333,33.680585181701,34.4915009294121,30.8512560522258,36,3,6,45,0.8,0.133333333333333,0.0666666666666667,0.389800622141992
"385",426,"What eighteen-minute song tells the true story of its writer's arrest for illegally dumping garbage on Thanksgiving Day 1965? ","Alice's Restaurant",53,46.1,38.95,34.5045519107857,32.5101956394117,32.3902090302863,33,3,5,41,0.804878048780488,0.121951219512195,0.0731707317073171,0.678963634535887
"386",427,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?","Phosphorus",68.9591836734694,58.4489795918367,50.5102040816327,29.9992772021771,28.0245883291871,32.9210687661789,37,7,5,49,0.755102040816326,0.102040816326531,0.142857142857143,-0.902118174253334
"387",428,"What element must be burned out of pig iron to make steel? ","Carbon",60.6222222222222,59.7777777777778,40.4222222222222,23.7288555530726,23.9800000842453,28.4137361858733,38,3,4,45,0.844444444444444,0.0888888888888889,0.0666666666666667,-3.10266092559624
"388",429,"What element name is controversial as it was named for its codiscoverer when he was still living in 1994?","Seaborgium ",71.6341463414634,46.5609756097561,42,26.5082591823388,31.0363083987834,33.0401271183995,40,0,2,42,0.952380952380952,0.0476190476190476,0,-2.12725658252286
"389",430,"What empress gave John Paul Jones a navy job after his American military career ended? ","Catherine the Great",43.4666666666667,47.7777777777778,33.0222222222222,35.1222540175417,32.9440909923636,33.2651120059392,40,3,2,45,0.888888888888889,0.0444444444444444,0.0666666666666667,0.895740108205001
"390",431,"What English dynasty collapsed in the Wars of the Roses?  ","The Plantagenets",51,43.3023255813954,34.7674418604651,32.8879772503425,31.0610266317017,31.0796497569454,35,2,6,43,0.813953488372093,0.13953488372093,0.0465116279069767,0.111642671112187
"391",432,"What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ","Geyser",52.3513513513514,62.7027027027027,45.0810810810811,32.4056032673845,26.3858809728748,30.6298496190838,32,4,3,39,0.82051282051282,0.0769230769230769,0.102564102564103,-0.0576417296882317
"392",433,"What EU nation was once led by a president and a prime minister who were identical twins? ","Poland",65.953488372093,59.7441860465116,55.4883720930233,30.8081262381118,27.6432141188702,30.7163459609307,37,2,4,43,0.86046511627907,0.0930232558139535,0.0465116279069767,-0.618260567450916
"393",434,"What European country is named for the dark-looking Dinaric Alps? ","Montenegro",58.9130434782609,60.2391304347826,45.5652173913044,33.6404690725366,32.2436452189394,34.141959960607,40,4,3,47,0.851063829787234,0.0638297872340425,0.0851063829787234,0.375722268536137
"394",435,"What event inspired Herbert Morrison's famous quote ""Oh, the humanity!""?","The Hindenburg explosion",56.3,67.175,49.825,34.8566294323564,28.2769159272891,33.3926811419232,26,6,8,40,0.65,0.2,0.15,0.802521774858706
"395",436,"What event was won by the same team the first twenty-five times it was held, from 1851 to 1983?  ","The America's Cup ",65.7619047619048,47.0714285714286,39.3571428571429,30.0704940251659,31.3900658956587,31.2900057515225,41,1,0,42,0.976190476190476,0,0.0238095238095238,-0.877125331288125
"397",438,"What explorer wrote the famous reply poem to Christopher Marlowe's 1599 popem ""The Passionate Shepherd to his love""?","Sir Walter Raleigh",26.8974358974359,35.5641025641026,19.5897435897436,27.5057839580532,27.2346478935187,19.2964653822485,38,2,1,41,0.926829268292683,0.024390243902439,0.0487804878048781,-1.77718508218016
"399",440,"What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ","Rod Serling ",52.1282051282051,53.6153846153846,39.4615384615385,30.8179540008567,31.9980389075194,31.6991168346559,32,5,2,39,0.82051282051282,0.0512820512820513,0.128205128205128,-0.61481161086068
"400",441,"What famous diplomat represented France at the Congress of Vienna in 1814?  ","Talleyrand",36.21875,36.71875,20.6875,34.2982500964323,30.583818592148,28.4870513878533,28,2,2,33,0.848484848484849,0.0606060606060606,0.0606060606060606,0.606564043636127
"401",442,"What famous fictional librarian's last name was Paroo? ","Marian the Librarian",39.9130434782609,35.4565217391304,24.1086956521739,31.3090871345376,26.4841306963993,25.6897975952146,43,1,2,46,0.934782608695652,0.0434782608695652,0.0217391304347826,-0.442453272339675
"404",445,"What famous philanthropist was the only Treasury secretary ever to serve under three presidents? ","Andrew Mellon",58.9375,48.2291666666667,31.3333333333333,30.4284345252853,28.6573592221728,28.7360203446515,43,3,2,48,0.895833333333333,0.0416666666666667,0.0625,-0.751509636359171
"405",446,"What famous street follows the line of a twelve-foot stockade begun in 1653 by Peter Stuyvesant? ","Wall Street",45.3095238095238,56.0476190476191,40.6666666666667,33.344095242975,32.8068645262917,31.36307185884,40,2,1,43,0.930232558139535,0.0232558139534884,0.0465116279069767,0.271712790573432
"406",447,"What federal agency, which targets workplace discrimination, was chaired by Clarence Thomas for most of the 1980s?","Equal Employment Opportunity Commission ",51.2162162162162,56.8648648648649,41.3783783783784,32.7313434011017,31.7937469063076,35.7703720908732,23,6,8,37,0.621621621621622,0.216216216216216,0.162162162162162,0.0566735636341959
"408",449,"What fictional island is constantly at war with Blefuscu over the correct way to eat a boiled egg?","Lilliput",55.1666666666667,43.3333333333333,31.3333333333333,34.0102195738427,32.7520233796478,31.8242068533368,43,2,2,48,0.895833333333333,0.0416666666666667,0.0416666666666667,0.505482567123203
"409",450,"What fired General later ran against Lincoln in the 1864 Election? ","George McClellan",52.936170212766,48.7659574468085,38.5531914893617,35.3352910517167,33.4730344202986,33.8967797050926,32,7,8,48,0.666666666666667,0.166666666666667,0.145833333333333,0.970503358199232
"410",451,"What five-letter word did Time magazine coin in 1926 to refer to left-leaners? ","Pinko",65.8285714285714,59,51.6571428571429,33.592266016666,32.9661145099381,34.2928073895309,27,3,6,36,0.75,0.166666666666667,0.0833333333333333,0.35880588059216
"411",452,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ","Honey",71.6170212765958,72.531914893617,58.6595744680851,27.7061860864331,26.4836709853858,31.3675799095213,34,3,11,48,0.708333333333333,0.229166666666667,0.0625,-1.70685592799592
"412",453,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?","Theodore Roosevelt ",55.5142857142857,57.4857142857143,52.1428571428571,34.8107247069326,30.9034277830065,32.8670609802427,28,5,2,36,0.777777777777778,0.0555555555555556,0.138888888888889,0.786411963360121
"413",454,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?","The Missouri River ",50.4318181818182,62.7045454545455,41.0227272727273,30.3854292860313,25.0576818704128,33.8289051004608,37,1,6,45,0.822222222222222,0.133333333333333,0.0222222222222222,-0.766601901729199
"414",455,"What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?","Michael Dell",63.6410256410256,68.0512820512821,45.0769230769231,35.2139977995348,28.3789661897205,33.0242212668732,29,4,7,40,0.725,0.175,0.1,0.927936685364116
"415",456,"What future game show host had a Top Forty hit with 1968's ""Naturally Stoned""?  ","Chuck Woolery ",49.9148936170213,45.936170212766,26.9574468085106,32.2334081264293,32.4019620013297,28.3594608451299,46,0,2,48,0.958333333333333,0.0416666666666667,0,-0.118071919307081
"416",457,"What future radio star had a number one hit with his novelty number ""Disco Duck""?  ","Rick Dees",49.6222222222222,46.2222222222222,29.2,34.7368607526572,31.0460719875894,29.3664929654685,37,5,3,46,0.804347826086957,0.0652173913043478,0.108695652173913,0.760490135728395
"417",458,"What future secretary of state became America's first five-star general in December 1944? ","George Marshall",57.9302325581395,55.906976744186,43.1162790697674,30.5967593590884,31.5789365856483,32.8598824030049,31,3,10,44,0.704545454545455,0.227272727272727,0.0681818181818182,-0.692437692935835
"419",460,"What game show host took his stage name from the college in his West Virginia hometown? ","Peter Marshall",62.4358974358974,39.5897435897436,29.2564102564103,30.6995584331307,28.5562399381678,28.9088567276699,36,2,1,40,0.9,0.025,0.05,-0.656361369861004
"420",461,"What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ","Roulette",66.7826086956522,67.5434782608696,60.5652173913044,24.3711241189498,26.6238877883412,29.9114635578721,35,7,4,46,0.760869565217391,0.0869565217391304,0.152173913043478,-2.8772630949323
"422",463,"What German army physcian began designing his own footwear when combat boots proved too painful to wear after he injured his ankle skiing in 1945?","Dr. (Klaus) Martens",47.609756097561,60.390243902439,38.4878048780488,34.0241664473801,31.4872022008788,31.8301130623342,32,3,6,41,0.780487804878049,0.146341463414634,0.0731707317073171,0.510377085097281
"423",464,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ","Zinfindel",51.3255813953488,57.7209302325581,46.4883720930233,30.8573684418152,31.2092214557808,32.7431360259006,35,3,5,43,0.813953488372093,0.116279069767442,0.0697674418604651,-0.60097950080445
"424",465,"What grapefruit-sized object has been reckoned to be the largest single cell on earth? ","An ostrich egg yolk ",74.3023255813954,62.3488372093023,36.093023255814,24.9242040363149,29.6687134560893,33.1646785382742,36,5,2,44,0.818181818181818,0.0454545454545455,0.113636363636364,-2.68316514248521
"426",467,"What Greek goddess is depicted in the famous Winged Victory of Samothrace? ","Nike",47.6764705882353,59.7647058823529,44.7941176470588,34.4460232900564,30.0968727093127,33.7394467556846,25,6,6,37,0.675675675675676,0.162162162162162,0.162162162162162,0.658423591250241
"427",468,"What group's honor society is the Order of the Arrow? ","The Boy Scouts of America",45.4390243902439,57.390243902439,35.8048780487805,30.6521196497794,29.6064841282957,32.6613070101268,33,2,6,41,0.804878048780488,0.146341463414634,0.0487804878048781,-0.673009543887886
"428",469,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ","Arthur Conan Doyle",54.1395348837209,51.1860465116279,39.5581395348837,32.1614834674356,30.067587210557,32.7699792388308,38,3,2,43,0.883720930232558,0.0465116279069767,0.0697674418604651,-0.143313170350214
"429",470,"What had Adams, Nrris, Patrick and Smythe divisions prior to 1993? ","The NHL ",38.2553191489362,50.7872340425532,24.0425531914894,33.7925050122749,33.7747887517693,28.3594608451299,41,2,3,47,0.872340425531915,0.0638297872340425,0.0425531914893617,0.429077784936313
"430",471,"What Hall of Famer played his entire major-league career for the Minnesota Twins? ","Kirby Puckett ",38.5172413793103,48.0172413793103,22.3620689655172,35.1369458074767,36.0542920915307,28.647707893898,45,3,10,58,0.775862068965517,0.172413793103448,0.0517241379310345,0.900896047255812
"431",472,"What happens 92 times in a row at the beginning of Tom Stoppard's play Rosencrantz and Guildenstern are Dead?","Flipped coin comes up heads",49.9487179487179,56.8461538461538,34.3333333333333,34.6052541781468,28.3850761951996,31.7169499208342,34,3,3,40,0.85,0.075,0.075,0.714304103947045
"432",473,"What city's harbor is overlooked by Victoria Peak? ","Hong Kong ",51.4259259259259,58.3703703703704,34.9074074074074,34.3074896118341,27.750435180199,31.6587157622933,43,4,8,55,0.781818181818182,0.145454545454545,0.0727272727272727,0.609806560612051
"437",479,"What Hungarian-born newspaperman's New York World was in the vanguard of ""yellow journalism"" during the 1890s?","Joseph Pulitzer's",39.25,53.875,40.075,34.8974688671447,32.0945618047029,33.2984849890217,35,3,2,41,0.853658536585366,0.0487804878048781,0.0731707317073171,0.816853972471785
"438",480,"What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?","Pet Rocks",62.4,61.96,47,31.7245800538295,34.1652407202026,34.9897944304581,43,7,2,53,0.811320754716981,0.0377358490566038,0.132075471698113,-0.29664012245163
"439",481,"What Indianapolis grocer made his name by selling canned pork and beans to U.S. troops during the Civil War?","Gilbert Van Camp ",61.8444444444444,57.8888888888889,37.6888888888889,32.9365475060177,33.4026551899302,30.2953808526993,27,9,9,45,0.6,0.2,0.2,0.128687924212857
"440",482,"What industry uses 20% of China's harvested plants?  ","Medicine",62.9756097560976,63.0487804878049,55.4146341463415,29.4800676770577,28.2205166674108,30.760344284286,31,2,9,42,0.738095238095238,0.214285714285714,0.0476190476190476,-1.08432964596398
"441",483,"What inspirational poem of 1927 ends, ""Be cheerful. Strive to be happy""?  ","Desiderata",45.9512195121951,43.1707317073171,32.0243902439024,31.969478584669,32.6985492331268,30.4495384241519,39,1,2,42,0.928571428571429,0.0476190476190476,0.0238095238095238,-0.210695393849472
"442",484,"What instrument was invented to sound like a human singing? ","Violin",71.0930232558139,69.6511627906977,48.6046511627907,29.8964992006059,30.3580880577234,32.1211542333114,32,5,6,43,0.744186046511628,0.13953488372093,0.116279069767442,-0.938187102151881
"443",485,"What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ","Yahoo!",55.5609756097561,59.8292682926829,49.5121951219512,33.8186699771648,29.2727709988518,36.3449597270512,33,4,4,41,0.804878048780488,0.0975609756097561,0.0975609756097561,0.438260121794933
"444",486,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ","Paper",68.8,66.4571428571429,57.1142857142857,29.7032380884842,27.1340277545534,33.7026543103511,32,2,2,36,0.888888888888889,0.0555555555555556,0.0555555555555556,-1.0060101869769
"445",487,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?","Charles Babbage ",66.8333333333333,56.7142857142857,54.3095238095238,31.0977347356854,26.3154278354025,34.0354822710983,40,2,1,43,0.930232558139535,0.0232558139534884,0.0465116279069767,-0.516625316151029
"446",488,"What invisible ""color"" can bees see on flower petals?  ","Bee purple ",75.1282051282051,66.3333333333333,64.1794871794872,27.2466120416152,29.6783931091941,31.0423071196237,29,6,4,40,0.725,0.1,0.15,-1.86813891495006
"448",490,"What is a capon?  ","A castrated rooster",59.3170731707317,54.3414634146341,29.219512195122,30.9680795532999,34.4024779311735,29.7132228099898,27,8,7,42,0.642857142857143,0.166666666666667,0.19047619047619,-0.562126526075767
"450",492,"What is a female donkey called?","A jenny ",73.6764705882353,77.9117647058823,40.5588235294118,25.9027558943706,22.9681830616851,32.2830203765785,21,9,4,34,0.617647058823529,0.117647058823529,0.264705882352941,-2.33975200082427
"451",493,"What is a nene?","A Hawaiian goose",51.5483870967742,51.8709677419355,38.8709677419355,35.203066826322,34.5704516752712,34.7541287096309,29,1,1,31,0.935483870967742,0.032258064516129,0.032258064516129,0.924100567920261
"453",495,"What is absent in ""negative"" blood types like O negative and AB negative? ","Rhesus antigens (Rh or RhD)",57.8536585365854,56.3658536585366,42,34.3107570417863,28.3238027969065,32.6374018573783,24,8,10,42,0.571428571428571,0.238095238095238,0.19047619047619,0.610953232988981
"454",496,"What is an adit?  ","A mine shaft passage",62.6923076923077,59.6410256410256,32.8461538461538,31.690239113341,31.3725384268062,28.2111758943885,34,2,4,40,0.85,0.1,0.05,-0.308691737461768
"455",497,"What is an esker? ","A glacial ridge",64.9487179487179,57.5384615384615,39.1282051282051,29.3275052485302,26.9100315416175,30.7521325637747,38,0,1,39,0.974358974358974,0.0256410256410256,0,-1.13786992842194
"456",498,"What is an osier?","A willow twig ",58.2439024390244,38.1463414634146,28.5365853658537,31.4426306849513,26.0878908457638,27.4982704555901,38,3,2,44,0.863636363636364,0.0454545454545455,0.0681818181818182,-0.395587477932763
